affiliation_id,affiliation_name,affiliation_country,affiliation_city
109527243,Ministry of Public Administration and Justice,Hungary,Budapest
109529189,Biodiversity Institute and Department of Ecology and Evolutionary Biology,United States,Lawrence
109530059,Boca Raton Regional Hospital,United States,Boca Raton
109531182,Department of Bioenvironmental Engineering and R and D Center for Membrane Technology,Taiwan,Chung-Li
109531336,Polytechnic University,Philippines,Manila
109531654,Ontario Cancer Treatment and Research Foundation,Canada,Kingston
109531878,Philippines/National Statistics Office,Philippines,Manila
109532868,Don Bosco Technical Institute,Philippines,Makati
109537492,Department of Pediatrics,Pakistan,Karachi
109537582,Graduate School of Integrated Science and Technology,Japan,Shizuoka
109537838,Philippines National Federation of Sugar Workers,,
109539162,Department of Crop and Soil Sciences,United States,College Station
109539929,National Center of Oilseed Crops Improvement,China,Changsha
109540624,School of Psychology,New Zealand,Auckland
109540666,Department of Biological Sciences,Canada,Winnipeg
109541124,Department of Biology,Canada,Ottawa
109541188,Manila University,Philippines,Berlin
109541620,Philippine Educational Theater Association,Philippines,
109541812,Pharmacy Department,United States,Springfield
109541925,National Mapping and Resource Information Authority Manila,,
109542015,Communication Research Laboratory,Japan,Tokyo
109542257,Departments of the Ateneo,Philippines,Berlin
109544723,Museum fuer Naturkunde,Germany,Berlin
109545049,St Erik Eye Hospital,Sweden,
109545615,Setshaba Research Centre,South Africa,Pretoria
109546104,Univ. of the Phils. Los Banos Coll.,Philippines,Laguna
109547958,Department of Materials Science,Japan,Tsukuba
109547999,Department of Chemical Engineering,Canada,Kingston
109548603,UPLB Station,Philippines,
109549392,Baguio General Hospital and Medical Center,Philippines,
109549806,WHO Medical Nutritionist,,
109550071,California Environmental Associates,United States,San Francisco
109550078,Fundação,Brazil,Rio de Janeiro
109550083,Nutrition Foundation of the Philippines,,
109550670,Royal Hospital for Sick Children,Australia,Melbourne
109552584,Department of Agronomy,United States,Manhattan
109554085,Community Medicine Program,Philippines,Manila
109556191,Ministry of Health,Bangladesh,Dhaka
109556413,National Science Development Board,,
109556766,Univesity os Singaoire,,
109557076,Integrated Health Services,,
109557306,Consultant to Ministry of Health,,
109557514,State Department of Health,Brazil,Porto Alegre
109558051,Jakarta Eye Center,Indonesia,Jakarta
109558276,Center for Discahrge control,United States,Atlanta
109562186,Philippine Coconut Authority,Philippines,Centre
109563080,Department of Genetics,United States,Raleigh
109563444,Department of Agricultural Chemistry,Japan,Tokyo
109564397,Department of Chemistry,United States,Cleveland
109564553,Department of Medicinal Chemistry,United States,University
109564887,School of Government,Philippines,Quezon City
109567192,School of Public Health,Belgium,Brussels
109567828,Department of Molecular Biology,Japan,Tokyo
109568093,Bagamoyo Research and Training Centre,Tanzania,Ifakara
109576024,Department of Endocrinology and Nutrition,Spain,Barcelona
109576089,Faculty of Sports Science and Recreation,Malaysia,Shah Alam
109576556,Strategic Investigation on Comprehensive Cancer Network,Japan,Tokyo
109577633,Center for Cell and Gene Therapy,United States,Houston
109578185,Department of Microbiology and Molecular Genetics,United States,Pittsburgh
109578865,"Department of Forestry, Environment and Systems",South Korea,Seoul
109579400,Centro de Medicina de Reabilitação de Alcoitão,Portugal,
109581679,Department of Pathology,United States,Hanover
109581830,Department of Nutrition and Dietetics,Turkey,Ankara
109582331,Department of Emergency Medicine,Pakistan,Karachi
109583076,University of Alabama,United States,Tuscaloosa
109583982,Chellaram Diabetes Institute,India,Pune
109584184,Pediatric Chronic Kidney Disease Research Center,Iran,Tehran
109585825,Department of Medicine,United States,Buffalo
109586439,Fauna Finders,New Zealand,Christchurch
109589932,Southeast Sea Fisheries Research Institute,South Korea,Busan
109591667,Department of Forensic and Neurodevelopmental Sciences,United Kingdom,London
109592325,Department of Gynecologic Oncology,Singapore,Singapore City
109592399,Department of Clinical Epidemiology,Philippines,Manila
109592401,Section of Endocrinology,Philippines,Manila
109593454,Cancer Prevention and Relief Society,India,Raipur
109595621,Departments of Pathology and Obstetrics and Gynecology,United States,Albuquerque
109595730,Department of Biotechnology,India,Tiruchirappalli
109595905,Institute of Chemical Technology,Viet Nam,Hanoi
109595906,School of Graduate Studies,Philippines,Marawi
109596029,School of Nursing and Midwifery,United States,Perth
109596333,c The Training for Health Equity Network,Belgium,Brussels
109597142,Philippine Office,Philippines,Makati
109598006,Department of Pathology and Laboratory Medicine,Singapore,Singapore City
109599425,Guangzhou No.12 Hospital,China,Guangzhou
109600963,Chair for Strategic Landscape Planning and Management,Germany,Munich
109601190,Department of Pediatrics,United States,Minneapolis
109601459,SKM,Australia,Melbourne
109605319,Department of Marine Biology and Environmental Sciences,Japan,Miyazaki
109606299,"Foundation Specialists, Inc",,
109607265,Greater Kailash Hospital,India,Indore
109607428,"Philippine Technical Consultants, Inc",,
109609394,Chulalongkorn GenePRO Center,Thailand,Bangkok
109609460,Department of Infectious and Tropical Diseases,United Kingdom,London
109609581,Zooarchaeology Section,Philippines,Manila
109610936,School of Mathematical and Natural Sciences,South Africa,Thohoyandou
109610947,Department of Physiology,Pakistan,Lahore
109611010,Department of Internal Medicine,Taiwan,Tainan
109613314,Department of Plant Molecular Biotechnology,Iran,Tehran
109614540,National Institute of Public Health,,Cluj
109615618,Department of Pulmonary Medicine,Spain,Madrid
109615740,Center for Empathic Human-Computer Interactions,Philippines,Manila
109616088,Corner House,United Kingdom,Woking
109617615,"MENTAL HEALTH ASSOCIATION OF NASSAU COUNTY, INC.",United States,Hempstead
109620125,Department of Infectious Diseases,New Zealand,Christchurch
109620134,"Department of Internal Medicine, Nephrology and Transplantation",Netherlands,Rotterdam
109624096,Vegetable Division,Bangladesh,Gazipur
109624552,Global Health Group,United States,San Francisco
109625320,Division of Biological Sciences,United States,Missoula
109626155,"Andromed Trade, Inc.",Philippines,
109626159,Depto 7,Bolivia,La Paz
109626572,NatureServe,United States,
109626608,Bangkok-Pattaya Hospital,Thailand,Chonburi
109630318,Department of Environmental Engineering,Indonesia,Bandung
109630395,Instituto de Psicologia e de Ciências da Educação,Portugal,Porto
109630560,Fluor Daniel Inc. Philippines,Philippines,
109630741,Federal Government of Sudan,Sudan,Khartoum
109631602,Korea Environmental Institute,South Korea,
109632653,Institute of Biotechnology,Taiwan,Taipei
109633724,Department of Geophysics,Chile,Santiago
109633735,Department of Medical Education,United States,Los Angeles
109633782,Department of Neurology,United States,San Francisco
109636236,Department of Biology,United States,Berrien Springs
109636380,Department of Nutritional Sciences,United States,Berkeley
109636442,Institute of Medicine,Taiwan,Taichung
109637362,ANRS,France,Paris
109639549,Department of Forestry,Indonesia,Bandar Lampung
109640877,Department of Psychology,United States,Boston
109641214,Pantai Medical Centre,Malaysia,Kuala Lumpur
109642568,Laboratorio de Entomología,Chile,Punta Arenas
109642574,Department of Radiology,United States,Philadelphia
109642704,Graduate School of Agriculture,Japan,Kyoto
109642963,Unit for Environmental Sciences and Management,South Africa,Potchefstroom
109643467,Institute for Scientific Research and High Technology Services,Panama,Clayton
109643608,The Japanese Association of Neuro-Psychiatric Clinics,Japan,Tokyo
109644504,Government Center,Philippines,Tuguegarao
109645380,Herbal Medicine Research Centre,Malaysia,Kuala Lumpur
109645398,Department of Health Services Research and Policy,United Kingdom,London
109645458,College of Computer Studies,Philippines,Dumaguete
109645459,"Department of Computer Science, Algorithms and Complexity Laboratory",Philippines,Quezon City
109645734,Institute for Biology,Germany,Halle
109646159,Wixom Health Center,United States,
109646167,Michigan Funeral Directors Association,United States,
109648941,Zonal Agricultural Research Station,India,Mandla
109649262,"Guangdong Hengdian Information Technology Co., Ltd.",China,Guangzhou
109651716,Key Laboratory of Economic Plants and Biotechnology,China,Kunming
109654507,Terry Fox Laboratories,Canada,Vancouver
109654648,Breakthrough Institute,United States,Oakland
109656847,Geospatial Information Authority of Japan,Japan,Tsukuba
109657389,Institute of Remote Sensing and Earth Sciences,China,Hangzhou
109657772,Check-Points B.V.,Netherlands,Wageningen
109659720,Centre for Crop Systems Analysis,Netherlands,Wageningen
109661241,1Mechanical Engineering Department,Philippines,Manila
109661311,"Department of Family, Community and Rural Health",United States,Scranton
109661648,Ichinomiya Municipal Hospital,Japan,Ichinomiya
109662409,Institute of Biomedicine and Molecular Immunology,Italy,Palermo
109662948,Ministry of Information and Culture,Laos,Vientiane
109666156,Department of Medicinal Chemistry,United States,Salt Lake City
109666464,SA Pathology,Australia,Adelaide
109666512,Women and Infants Hospital,United States,
109668118,University of Quindío,Armenia,
109668568,Center for Primary Care and Outcomes Research,United States,Palo Alto
109668880,College of Science,Philippines,
109669697,Natural Science and Mathematics Division,Philippines,Davao
109673470,Paediatric and Liver Unit,Italy,Florence
109674570,Neurology Department,Australia,Melbourne
109677667,GFO Kliniken Bonn,Germany,Bonn
109678885,College of Life Sciences,Taiwan,Taipei
109679911,Eli Lilly GmbH,Austria,Vienna
109679945,School of Medicine,Australia,Hobart
109680065,Damien Foundation,Bangladesh,Dhaka
109681175,Equity and Rural Employment Division,Italy,Rome
109681476,Department of Agricultural Science,Thailand,Pitsanulok
109681702,College of Public Affairs and Development,Philippines,Los Banos
109682150,Ministry of Planning and Investment,Viet Nam,Hanoi
109683601,Fundacion Rusculleda,Argentina,Cordoba
109683900,GEF/UNDP/IMO Regl. Prog. the Prev.,Philippines,Manila
109684710,Department of Developmental Dentistry,United States,San Antonio
109685108,BUTLER HEALTHCARE PROVIDERS,United States,Butler
109685653,Gold Coast Equine Clinic,Australia,Gold Coast
109687179,Translational Health Science and Technology Institute,India,Gurgaon
109687617,Puer Tea Bureau of Yunnan Province,China,
109688673,Department of Genetics and Metabolic Diseases,Israel,Jerusalem
109688805,Ingeniería Forestal y del Medio Natural,Spain,Badajoz
109689500,Medanta Heart Institute,India,Gurgaon
109689523,Pharmaceutical Society of Singapore,Singapore,Singapore City
109689817,"NEO Virtus Engineering, Inc.",United States,Littleton
109693228,Department of Family Medicine and Primary Care,Hong Kong,Pokfulam
109694687,Institute for Molecular Medicine Finland,Finland,Helsinki
109695849,Protected Areas and Wildlife Bureau (PAWB),Philippines,Quezon City
109695850,Provincial Environment and Natural Resources Office Region IV,Philippines,Quezon City
109695993,Department of Environment and Natural Resources,Philippines,
109696430,Department of Civil & Environmental Engineering,Japan,Hachioji
109698718,Clínica de Diagnóstico por Imagem,Brazil,Rio de Janeiro
109698839,European Foundation for the Care of Newborn Infants (EFCNI),Germany,Munich
109699905,Department of Materials Science and Engineering,United States,Urbana
109700129,Center for Cardiovascular Prevention,Czech Republic,Prague Praha
109700530,Shanghai Skin Disease Hospital,China,Shanghai
109701444,Cardiovascular Research Institute,Singapore,Singapore City
109701680,Extension and Production Office,Philippines,
109702686,School of Psychology,United Kingdom,Brighton
109703580,Surigao State College of Technology,Philippines,
109703787,Institute of Cardiology,Poland,Warsaw 44
